"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_13.821",2.66463685541792,1.58521600803452,0.598707209954994,2.64773161518079,0.00810338290253781,0.0373647369143044,"sp|Q9EP86|NPFF1_RAT",2.12e-42,"Neuropeptide FF receptor 1 OS=Rattus norvegicus GN=Npffr1 PE=1 SV=1","tr|A0A2B4SDF9|A0A2B4SDF9_STYPI",1.66e-178,"Neuropeptide FF receptor 1 OS=Stylophora pistillata GN=Npffr1 PE=4 SV=1","ref|XP_020604115.1|",0,"neuropeptide FF receptor 1-like [Orbicella faveolata]","GO:0005887; GO:0004930; GO:0008188; GO:0042277; GO:0032870; GO:1901652","GO:0016021; GO:0004983"
"evm.TU.chromosome_8.2205",4.27508062844725,-1.50826086262419,0.569699686888003,-2.64746654656438,0.00810973831585566,0.0373647369143044,NA,NA,NA,"tr|A0A2B4RX39|A0A2B4RX39_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene13298 PE=4 SV=1","ref|XP_020615887.1|",0,"uncharacterized protein LOC110053916 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_3.1262",8.01231625808079,-1.10409137327516,0.41712391639344,-2.64691457354308,0.00812298700961831,0.0374005591117188,NA,NA,NA,"tr|A0A2B4SLI7|A0A2B4SLI7_STYPI",2.75e-16,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene4380 PE=4 SV=1","ref|XP_020609994.1|",3.41e-16,"uncharacterized protein LOC110048565 isoform X1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_4.2503",6.44305605926226,1.0485461574845,0.396244369609326,2.64621086860694,0.00813990573123005,0.0374686645835768,"sp|P09057|DCOR_RAT",1.69e-165,"Ornithine decarboxylase OS=Rattus norvegicus GN=Odc1 PE=1 SV=1","tr|A0A2B4RZV9|A0A2B4RZV9_STYPI",0,"Ornithine decarboxylase OS=Stylophora pistillata GN=Odc1 PE=4 SV=1","ref|XP_020623629.1|",0,"ornithine decarboxylase-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0048471; GO:0004586; GO:0042803; GO:0001822; GO:0006595; GO:0008284; GO:0009446; GO:0033387; GO:0042176; GO:0009615","GO:0003824; GO:0006596"
"evm.TU.chromosome_1.878",44.4755716036172,0.413789525825514,0.156401011348572,2.64569597253625,0.00815230501905556,0.0375034591509312,"sp|Q92615|LAR4B_HUMAN",1.96e-74,"La-related protein 4B OS=Homo sapiens GN=LARP4B PE=1 SV=3","tr|A0A1S3H4Q9|A0A1S3H4Q9_LINUN",9.4e-89,"la-related protein 4-like isoform X2 OS=Lingula unguis GN=LOC106152164 PE=4 SV=1","ref|XP_020613039.1|",0,"la-related protein 4B-like isoform X3 [Orbicella faveolata]","GO:0010494; GO:0005829; GO:0016020; GO:0005730; GO:0042788; GO:0003723; GO:0045727","GO:0003723"
"evm.TU.chromosome_12.1402",0.89238104471202,3.02896324698481,1.14485993508142,2.64570639094763,0.00815205396428603,0.0375034591509312,"sp|O43491|E41L2_HUMAN",2.63e-28,"Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1","tr|A0A2B4SPG2|A0A2B4SPG2_STYPI",0,"Band 4.1-like protein 1 OS=Stylophora pistillata GN=EPB41L1 PE=4 SV=1","ref|XP_020623781.1|",0,"band 4.1-like protein 1 [Orbicella faveolata]","GO:0099738; GO:0030054; GO:0005829; GO:0070062; GO:0005925; GO:0005654; GO:0005634; GO:0005886; GO:0008091; GO:0003779; GO:0042731; GO:0030507; GO:0005200; GO:0031032; GO:0007049; GO:0051301; GO:0030866; GO:1904778","GO:0005856"
"evm.TU.chromosome_11.2909",1.10816728264879,-2.8531527400792,1.07878517489802,-2.6447830452888,0.00817433091871366,0.0375584281335576,"sp|Q6P3N5|CNIH4_XENTR",2.04e-59,"Protein cornichon homolog 4 OS=Xenopus tropicalis GN=cnih4 PE=2 SV=1","tr|A7S7M4|A7S7M4_NEMVE",2.66e-77,"Predicted protein OS=Nematostella vectensis GN=v1g167432 PE=4 SV=1","ref|XP_020603432.1|",1.62e-89,"protein cornichon homolog 4-like isoform X1 [Orbicella faveolata]","GO:0005783; GO:0005793; GO:0016021; GO:0006888; GO:0015031","GO:0016021; GO:0016192"
"evm.TU.chromosome_13.1739",0.703647066377426,-2.92709462466785,1.10687785519797,-2.64446037195705,0.00818212868358105,0.0375844534263269,NA,NA,NA,"tr|A0A2B4REZ5|A0A2B4REZ5_STYPI",9.98e-41,"Papilin OS=Stylophora pistillata GN=PAPLN PE=4 SV=1","ref|XP_020615673.1|",9.72e-138,"uncharacterized protein LOC110053743 isoform X1 [Orbicella faveolata]",NA,"GO:0005576; GO:0005975"
"evm.TU.chromosome_2.1232",0.911783405319081,2.51651908788693,0.952027418290625,2.6433262735283,0.00820958829627056,0.037700757931987,"sp|P30974|TLR1_DROME",2.75e-34,"Tachykinin-like peptides receptor 86C OS=Drosophila melanogaster GN=TkR86C PE=2 SV=2","tr|A0A2B4SKQ4|A0A2B4SKQ4_STYPI",7.22e-116,"Kappa-type opioid receptor OS=Stylophora pistillata GN=Oprk1 PE=4 SV=1","ref|XP_020623035.1|",1.97e-170,"prolactin-releasing peptide receptor-like isoform X1 [Orbicella faveolata]","GO:0016021; GO:0005887; GO:0008188; GO:0004995; GO:0007186; GO:0002121; GO:0007218; GO:0007217","GO:0016021; GO:0004930"
"evm.TU.chromosome_6.2338",2.0224826716524,-2.90171730034384,1.09784418865419,-2.64310485069921,0.00821495915889358,0.0377155904464606,"sp|P08548|LIN1_NYCCO",2.08e-13,"LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=3 SV=1","tr|A0A2B4SEN4|A0A2B4SEN4_STYPI",3.11e-62,"RNA-directed DNA polymerase from mobile element jockey OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX27068.1|",4.81e-62,"RNA-directed DNA polymerase from mobile element jockey [Stylophora pistillata]","GO:0046872; GO:0003964","GO:0003964"
"evm.TU.chromosome_7.1747",5.63329150884273,-1.11091079925865,0.420336811752936,-2.64290627943293,0.00821977840501032,0.0377278833722412,"sp|Q13114|TRAF3_HUMAN",3.59e-12,"TNF receptor-associated factor 3 OS=Homo sapiens GN=TRAF3 PE=1 SV=2","tr|A0A2B4SPS2|A0A2B4SPS2_STYPI",8e-149,"RING finger protein 151 OS=Stylophora pistillata GN=RNF151 PE=4 SV=1","ref|XP_020622329.1|",4.95e-177,"TNF receptor-associated factor 3-like isoform X1 [Orbicella faveolata]","GO:0035631; GO:0009898; GO:0005829; GO:0005768; GO:0005739; GO:0019901; GO:0019903; GO:0004871; GO:0031996; GO:0005164; GO:0031625; GO:0004842; GO:0008270; GO:0006915; GO:0045087; GO:0032088; GO:0032480; GO:0016579; GO:0042981; GO:0001817; GO:0050688; GO:0032648; GO:0030162; GO:0007165; GO:0008063; GO:0002224; GO:0035666; GO:0033209","GO:0005164; GO:0004842; GO:0008270"
"evm.TU.chromosome_5.377",47.8041013209194,0.766845671798332,0.290203316791284,2.64244282345626,0.00823103614294628,0.0377697141688309,"sp|Q86WI1|PKHL1_HUMAN",0,"Fibrocystin-L OS=Homo sapiens GN=PKHD1L1 PE=2 SV=2","tr|A0A2B4S3M0|A0A2B4S3M0_STYPI",0,"Fibrocystin-L OS=Stylophora pistillata GN=Pkhd1l1 PE=4 SV=1","ref|XP_020613303.1|",0,"fibrocystin-L-like [Orbicella faveolata]","GO:0005929; GO:0005829; GO:0005615; GO:0016021; GO:0004872; GO:0006955","GO:0016021; GO:0005886; GO:0005509; GO:0007156; GO:0000272"
"evm.TU.chromosome_10.1599",12.2495436542557,0.734295828503451,0.277968167047458,2.64165438907285,0.00825021958606207,0.0378478823510598,"sp|Q5U247|EXOC8_XENLA",1.72e-133,"Exocyst complex component 8 OS=Xenopus laevis GN=exoc8 PE=2 SV=1","tr|A0A2B4S5T7|A0A2B4S5T7_STYPI",0,"Exocyst complex component 8 OS=Stylophora pistillata GN=exoc8 PE=4 SV=1","ref|XP_020606526.1|",0,"exocyst complex component 8-like isoform X1 [Orbicella faveolata]","GO:0000145; GO:0030426; GO:0048471; GO:0006887; GO:0015031","GO:0000145; GO:0006887"
"evm.TU.chromosome_1.1896_evm.TU.chromosome_1.1897",40.4374856654998,0.569840868440584,0.215795592975351,2.64065109293346,0.00827468868357349,0.0379403737245785,"sp|Q7LL04|YQK1_SCHPO",4.92e-30,"UPF0676 protein C1494.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC1494.01 PE=3 SV=2","tr|A0A2B4S8S4|A0A2B4S8S4_STYPI",0,"UPF0676 protein C1494.01 OS=Stylophora pistillata GN=AWC38_SpisGene10364 PE=4 SV=1","ref|XP_020632100.1|",0,"UPF0676 protein C1494.01-like isoform X1 [Orbicella faveolata]","GO:0005829; GO:0005634; GO:0016491","GO:0046872; GO:0016491"
"evm.TU.chromosome_8.1142",6.46968384981366,1.12232735767401,0.42509192698129,2.64019918149001,0.00828573141569085,0.0379811201193885,"sp|A1ZAY1|DLISH_DROME",3.44e-15,"SH3 domain-containing protein Dlish OS=Drosophila melanogaster GN=Dlish PE=1 SV=1","tr|A0A2B4SFJ1|A0A2B4SFJ1_STYPI",0,"Tyrosine-protein kinase Tec OS=Stylophora pistillata GN=Tec PE=4 SV=1","ref|XP_020619421.1|",0,"intersectin-1-like isoform X1 [Orbicella faveolata]","GO:0045179; GO:0016327; GO:0005737; GO:0045296; GO:0090163; GO:0001736; GO:0035332; GO:0090251","GO:0016301"
"evm.TU.chromosome_6.430_evm.TU.chromosome_6.431_evm.TU.chromosome_6.434",3.64928286740613,-1.90422367928498,0.721541394477844,-2.63910524587852,0.00831251700861519,0.0380939905368796,"sp|Q62381|TLL1_MOUSE",3.13e-36,"Tolloid-like protein 1 OS=Mus musculus GN=Tll1 PE=1 SV=1","tr|A0A2B4RQN9|A0A2B4RQN9_STYPI",5.54e-137,"Tolloid-like protein 1 OS=Stylophora pistillata GN=tll1 PE=4 SV=1","ref|XP_020610774.1|",4.13e-166,"tolloid-like protein 2 [Orbicella faveolata]","GO:0005576; GO:0005509; GO:0005518; GO:0004222; GO:0008270; GO:0030154; GO:0007275","GO:0016021"
"evm.TU.chromosome_6.1100",4.07488003312048,1.51424333508817,0.573880668945737,2.63860314003947,0.00832483725450371,0.0381321450351708,"sp|P98063|BMP1_MOUSE",1.29e-16,"Bone morphogenetic protein 1 OS=Mus musculus GN=Bmp1 PE=1 SV=2","tr|A0A2B4SJE3|A0A2B4SJE3_STYPI",2.48e-58,"Tolloid-like protein 2 OS=Stylophora pistillata GN=tll2 PE=4 SV=1","ref|XP_022785759.1|",8.26e-68,"exoskeleton protein RP43-like [Stylophora pistillata]","GO:0005615; GO:0005794; GO:0005578; GO:0031982; GO:0005509; GO:0005125; GO:0008083; GO:0042802; GO:0004222; GO:0008233; GO:0008270; GO:0051216; GO:0030154; GO:0001503; GO:0061036; GO:0006508","GO:0016021"
"evm.TU.chromosome_7.580",1.66789311721197,-2.39188345033011,0.906500781477031,-2.63858950726201,0.00832517199167047,0.0381321450351708,"sp|Q8N6U8|GP161_HUMAN",1.09e-37,"G-protein coupled receptor 161 OS=Homo sapiens GN=GPR161 PE=2 SV=1","tr|A0A2B4RLQ4|A0A2B4RLQ4_STYPI",1.36e-106,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene17094 PE=4 SV=1","ref|XP_022801770.1|",0,"G-protein coupled receptor 161-like [Stylophora pistillata]","GO:0060170; GO:0005929; GO:0030666; GO:0016021; GO:0055037; GO:0004930; GO:0007186; GO:0007275; GO:1901621; GO:0030819","GO:0016021; GO:0004930"
"evm.TU.chromosome_5.1031",0.897639840474348,-3.41544065627592,1.29454239388222,-2.63833820538957,0.00833134457719587,0.0381504980691142,"sp|Q20191|NAS13_CAEEL",7.21e-35,"Zinc metalloproteinase nas-13 OS=Caenorhabditis elegans GN=nas-13 PE=2 SV=5","tr|A0A2B4SIX7|A0A2B4SIX7_STYPI",4.55e-145,"Zinc metalloproteinase nas-13 OS=Stylophora pistillata GN=nas-13 PE=4 SV=1","ref|XP_022785011.1|",1.52e-148,"zinc metalloproteinase nas-4-like [Stylophora pistillata]","GO:0005576; GO:0004222; GO:0008270","GO:0005576; GO:0004222; GO:0008270; GO:0018996"
"evm.TU.chromosome_6.77",4.34059282228552,1.56591833577867,0.593685137074431,2.63762428598974,0.00834890251805481,0.0382209632947124,"sp|Q19269|NAS14_CAEEL",2.48e-58,"Zinc metalloproteinase nas-14 OS=Caenorhabditis elegans GN=nas-14 PE=2 SV=2","tr|A0A2B4REZ7|A0A2B4REZ7_STYPI",1.02e-115,"Zinc metalloproteinase nas-15 OS=Stylophora pistillata GN=nas-15 PE=4 SV=1","ref|XP_020619037.1|",2.28e-170,"zinc metalloproteinase nas-15-like isoform X2 [Orbicella faveolata]","GO:0005576; GO:0004222; GO:0008270","GO:0004222; GO:0008270"
"evm.TU.chromosome_5.807",10.2154785547067,0.751637941535775,0.284990265101918,2.63741619829356,0.00835402639696237,0.0382344840241333,"sp|Q9JKM7|RAB37_MOUSE",1.02e-106,"Ras-related protein Rab-37 OS=Mus musculus GN=Rab37 PE=1 SV=2","tr|A0A2B4RVX3|A0A2B4RVX3_STYPI",1.62e-151,"Ras-related protein Rab-37 OS=Stylophora pistillata GN=Rab37 PE=4 SV=1","gb|PFX22604.1|",2.51e-151,"ras-related protein Rab-37-like [Stylophora pistillata]","GO:0005793; GO:0005768; GO:0005886; GO:0030141; GO:0030667; GO:0008021; GO:0005525; GO:0003924; GO:0072659; GO:0009306; GO:0017157; GO:0006904","GO:0005525; GO:0003924"
"evm.TU.chromosome_2.1752",87.3003860530105,-0.558345495631148,0.21177792926908,-2.63646687621413,0.00837743788081053,0.0383168042244075,"sp|Q69ZL1|FGD6_MOUSE",3.26e-65,"FYVE, RhoGEF and PH domain-containing protein 6 OS=Mus musculus GN=Fgd6 PE=1 SV=2","tr|A0A2B4RC66|A0A2B4RC66_STYPI",0,"FYVE, RhoGEF and PH domain-containing protein 6 OS=Stylophora pistillata GN=Fgd6 PE=4 SV=1","ref|XP_020603823.1|",0,"microtubule-associated protein futsch-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005856; GO:0046872; GO:0005089; GO:0035023","GO:0046872; GO:0005089; GO:0035023"
"evm.TU.chromosome_2.994",9.7044056843385,-2.04959479072504,0.777415203527955,-2.63642231515908,0.0083785382534297,0.0383168042244075,"sp|Q8K0U4|HS12A_MOUSE",1.85e-141,"Heat shock 70 kDa protein 12A OS=Mus musculus GN=Hspa12a PE=1 SV=1","tr|A0A2B4RLH6|A0A2B4RLH6_STYPI",0,"Heat shock 70 kDa protein 12A OS=Stylophora pistillata GN=Hspa12a PE=4 SV=1","ref|XP_020614977.1|",0,"heat shock 70 kDa protein 12A-like [Orbicella faveolata]","GO:0005524",""
"evm.TU.chromosome_3.520",2.73061493601852,1.38142204269955,0.524037546159621,2.63611272288258,0.0083861867694894,0.0383418287389892,"sp|Q2M2T6|ASTER_BOVIN",5.82e-50,"Protein Asterix OS=Bos taurus GN=WDR83OS PE=3 SV=1","tr|A0A2B4SLZ8|A0A2B4SLZ8_STYPI",9.47e-67,"Protein Asterix OS=Stylophora pistillata GN=WDR83OS PE=4 SV=1","ref|XP_020609469.1|",1.45e-71,"protein Asterix-like [Orbicella faveolata]","GO:0016021","GO:0016021"
"evm.TU.chromosome_2.1065",2.85872179800436,-2.00939162075703,0.762347015441342,-2.63579653367403,0.00839400470928512,0.0383576619867099,"sp|P55067|NCAN_RAT",4.21e-22,"Neurocan core protein OS=Rattus norvegicus GN=Ncan PE=1 SV=1","tr|A0A2B4RQ59|A0A2B4RQ59_STYPI",2.91e-53,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_022801547.1|",3.3e-74,"alpha-N-acetylgalactosamine-specific lectin-like isoform X1 [Stylophora pistillata]","GO:0005886; GO:0005578; GO:0005509; GO:0030246; GO:0005201; GO:0005540; GO:0007155; GO:0007417; GO:0051823; GO:0001501","GO:0046872; GO:0016491"
"evm.TU.chromosome_11.818",76.0684012900697,0.425451293339216,0.161430852469776,2.63550174474158,0.00840129938766616,0.0383810399411637,"sp|Q99P72|RTN4_MOUSE",3.36e-52,"Reticulon-4 OS=Mus musculus GN=Rtn4 PE=1 SV=2","tr|A0A2B4R5W5|A0A2B4R5W5_STYPI",5.47e-155,"Reticulon-4 OS=Stylophora pistillata GN=RTN4 PE=4 SV=1","gb|PFX12203.1|",8.48e-155,"reticulon-1-A-like [Stylophora pistillata]","GO:0042995; GO:0005783; GO:0005789; GO:0071782; GO:0098826; GO:0030176; GO:0005622; GO:0043025; GO:0005635; GO:0014069; GO:0045296; GO:0031625; GO:0007413; GO:0060317; GO:0021801; GO:0071787; GO:1990809; GO:0071786; GO:0030517; GO:0030308; GO:0007399; GO:0051292; GO:0010634; GO:1905580; GO:0033601; GO:0051897; GO:1905552; GO:0050821; GO:2000172; GO:0030334; GO:0051960","GO:0005789; GO:0016021"
"evm.TU.chromosome_9.726",4.50626479738419,-2.11666444390638,0.803215395729466,-2.63523888506154,0.00840780874459952,0.0384008189901128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_4.685",8.90650020708584,-0.961086011646987,0.364856986019403,-2.63414446885738,0.00843495896544836,0.0385148359604299,"sp|P84103|SRSF3_HUMAN",2.99e-29,"Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1","tr|A0A2B4RVV1|A0A2B4RVV1_STYPI",8.11e-49,"RNA-binding protein 1 OS=Stylophora pistillata GN=Rbp1 PE=4 SV=1","ref|XP_020613936.1|",5.54e-67,"probable splicing factor, arginine/serine-rich 6 [Orbicella faveolata]","GO:0005737; GO:0016607; GO:0005654; GO:0043274; GO:0003723; GO:1990825; GO:1990830; GO:0031124; GO:0006406; GO:0000398; GO:0048024; GO:0006405; GO:0006369","GO:0003723"
"evm.TU.chromosome_14.7216",8.1190746652717,-1.81957864890185,0.690947744122016,-2.6334533463366,0.00845214466368593,0.0385823652812721,"sp|Q8TDB6|DTX3L_HUMAN",4.68e-41,"E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens GN=DTX3L PE=1 SV=1","tr|A0A2B4RDV5|A0A2B4RDV5_STYPI",0,"E3 ubiquitin-protein ligase DTX3L OS=Stylophora pistillata GN=DTX3L PE=4 SV=1","gb|PFX14660.1|",0,"uncharacterized protein LOC111344502 [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0031901; GO:0005765; GO:0005764; GO:0005654; GO:0005634; GO:0043234; GO:0008047; GO:0019899; GO:0004857; GO:0042393; GO:0046872; GO:0003723; GO:0097677; GO:0044389; GO:0004842; GO:0006974; GO:0051607; GO:0006302; GO:0008333; GO:0033522; GO:0033523; GO:0010390; GO:0045087; GO:0051444; GO:0035563; GO:0002230; GO:2001034; GO:1901666; GO:0032092; GO:1902966; GO:1900182; GO:2000646; GO:0045893; GO:0051865; GO:0070936; GO:0000209; GO:0015031; GO:0042787","GO:0016874; GO:0003723"
"evm.TU.chromosome_10.2518",3.84337848928502,-1.34494752523485,0.511068415448748,-2.63163890504543,0.00849741231958463,0.0387497839559417,"sp|P52430|PON1_MOUSE",2.48e-56,"Serum paraoxonase/arylesterase 1 OS=Mus musculus GN=Pon1 PE=1 SV=2","tr|A7SC44|A7SC44_NEMVE",5.63e-88,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g112795 PE=4 SV=1","ref|XP_020630857.1|",0,"serum paraoxonase/arylesterase 1-like [Orbicella faveolata]","GO:0005615; GO:0034364; GO:0043231; GO:0034366; GO:0102007; GO:0004063; GO:0004064; GO:0005509; GO:0008035; GO:0005543; GO:0042803; GO:0019439; GO:0008015; GO:0046395; GO:0008203; GO:0046434; GO:0046470; GO:0051099; GO:0010875; GO:0032411; GO:0070542; GO:1902617; GO:0031667; GO:0009636","GO:0004064; GO:0016788"
"evm.TU.chromosome_12.2228",1.00673721032267,2.85119633283873,1.08340234142551,2.63170589892505,0.00849573707345251,0.0387497839559417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_10.2148",6.1234709252034,0.950527545275299,0.361299849783652,2.63085508019026,0.00851703456763862,0.0388292134947003,"sp|Q8VE65|TAF12_MOUSE",8.62e-64,"Transcription initiation factor TFIID subunit 12 OS=Mus musculus GN=Taf12 PE=1 SV=1","tr|A0A2B4RJL1|A0A2B4RJL1_STYPI",7.39e-137,"Transcription initiation factor TFIID subunit 12 OS=Stylophora pistillata GN=Taf12 PE=4 SV=1","ref|XP_020621969.1|",0,"transcription initiation factor TFIID subunit 12-like [Orbicella faveolata]","GO:0005634; GO:0000125; GO:0000124; GO:0030914; GO:0005669; GO:0033276; GO:0003677; GO:0003700; GO:0004402; GO:0046982; GO:0001102; GO:0017025; GO:0003713; GO:0008134; GO:0006352; GO:0043966; GO:0051091; GO:0051123; GO:0006367","GO:0005669; GO:0046982; GO:0003743; GO:0006352"
"evm.TU.chromosome_3.1688",2.34624398521934,-1.91895607480757,0.729663040952364,-2.62992089102243,0.00854047394351803,0.0389259997384252,"sp|Q6DG99|KCTD6_DANRE",1.57e-25,"BTB/POZ domain-containing protein KCTD6 OS=Danio rerio GN=kctd6 PE=2 SV=1","tr|A0A2B4RKQ4|A0A2B4RKQ4_STYPI",0,"BTB/POZ domain-containing protein KCTD6 OS=Stylophora pistillata GN=kctd6 PE=4 SV=1","gb|PFX18191.1|",0,"BTB/POZ domain-containing protein KCTD6 [Stylophora pistillata]","GO:0051260; GO:0016567","GO:0016021; GO:0051260"
"evm.TU.chromosome_9.1439",12.0666272931891,-1.03365222293564,0.393140985564404,-2.62921511846876,0.00855822043525848,0.0389967954442611,"sp|A8MW99|MEI4_HUMAN",1.71e-11,"Meiosis-specific protein MEI4 OS=Homo sapiens GN=MEI4 PE=3 SV=2","tr|A0A2B4S2F8|A0A2B4S2F8_STYPI",1.44e-14,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12246 PE=4 SV=1","ref|XP_022794496.1|",2.63e-110,"uncharacterized protein LOC111333221 isoform X2 [Stylophora pistillata]","GO:0000800; GO:0006310; GO:0042138; GO:0048477; GO:0007283; GO:0007129",""
"evm.TU.chromosome_12.1233",45.9613814555197,0.712932674323263,0.271268247798824,2.62814642004096,0.00858515537717439,0.0390993012213816,"sp|B3S3D5|DDRGK_TRIAD",3.31e-61,"DDRGK domain-containing protein 1 OS=Trichoplax adhaerens GN=TRIADDRAFT_58679 PE=3 SV=1","tr|A0A2B4RZ88|A0A2B4RZ88_STYPI",7.17e-95,"DDRGK domain-containing protein 1 OS=Stylophora pistillata GN=Ddrgk1 PE=4 SV=1","ref|XP_022793624.1|",3.66e-119,"DDRGK domain-containing protein 1-like [Stylophora pistillata]","GO:0005783","GO:0003676; GO:0015074"
"evm.TU.chromosome_8.2355",24.9022813888773,1.08670133432248,0.413823697625571,2.6260007354768,0.008639463071248,0.0393263001196653,"sp|O18598|GST1_BLAGE",2.68e-22,"Glutathione S-transferase OS=Blattella germanica PE=1 SV=3","tr|A0A2B4RJ40|A0A2B4RJ40_STYPI",1.28e-69,"Glutathione S-transferase 1 OS=Stylophora pistillata GN=GST1 PE=4 SV=1","ref|XP_020630099.1|",3.09e-74,"hematopoietic prostaglandin D synthase-like [Orbicella faveolata]","GO:0004364","GO:0016740"
"evm.TU.chromosome_1.992",0.963154406279041,2.62521723058892,0.999825860292853,2.62567446477128,0.00864774788809624,0.0393498048293968,"sp|P08953|TOLL_DROME",8.76e-43,"Protein toll OS=Drosophila melanogaster GN=Tl PE=1 SV=1","tr|A0A1D6XRM0|A0A1D6XRM0_9CNID",3.19e-96,"Toll-like receptor OS=Anthopleura buddemeieri GN=TLR PE=2 SV=1","ref|XP_020623134.1|",9.4e-169,"protein toll-like [Orbicella faveolata]","GO:0009986; GO:0032154; GO:0005737; GO:0005769; GO:0009897; GO:0016021; GO:0005886; GO:0043234; GO:0019955; GO:0042802; GO:0070976; GO:0004888; GO:0019732; GO:0019730; GO:0007155; GO:0006952; GO:0050832; GO:0050830; GO:0002229; GO:0009950; GO:0009880; GO:0007507; GO:0035172; GO:0030097; GO:0006955; GO:0045087; GO:0007526; GO:0006963; GO:0006967; GO:0045944; GO:1902875; GO:0045610; GO:0035007; GO:0009617; GO:0009620; GO:0007416; GO:0016201; GO:0008063; GO:0007352","GO:0016021; GO:0045087; GO:0007165"
"evm.TU.chromosome_14.7251",6.07620421700233,-1.48058332292768,0.5639359973054,-2.6254456711439,0.00865356175687349,0.0393498048293968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_6.692",28.414440900813,-0.843359590291349,0.321215538259951,-2.62552551118757,0.00865153254691713,0.0393498048293968,NA,NA,NA,"tr|A0A2B4SDA5|A0A2B4SDA5_STYPI",2.28e-52,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene8254 PE=4 SV=1","ref|XP_020601310.1|",1.75e-68,"uncharacterized protein LOC110040416 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_12.998",20.4902647333522,-0.810197747562606,0.308607951434899,-2.62533011153965,0.00865649956659673,0.0393530055135918,NA,NA,NA,"tr|A0A2B4SJH3|A0A2B4SJH3_STYPI",0,"Kinesin heavy chain OS=Stylophora pistillata GN=kin PE=4 SV=1","ref|XP_020606895.1|",0,"kinesin-like protein KIF15 [Orbicella faveolata]",NA,"GO:0005524; GO:0008017; GO:0003777; GO:0007018"
"evm.TU.chromosome_4.1134",4.50487598628836,-1.30592125414726,0.497457420656466,-2.62519202633245,0.00866001120162861,0.0393588125200954,"sp|Q5EBP3|ARMC5_MOUSE",1.21e-38,"Armadillo repeat-containing protein 5 OS=Mus musculus GN=Armc5 PE=2 SV=1","tr|A0A2B4SF26|A0A2B4SF26_STYPI",0,"Armadillo repeat-containing protein 5 OS=Stylophora pistillata GN=Armc5 PE=4 SV=1","ref|XP_020602654.1|",0,"armadillo repeat-containing protein 5-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005925; GO:0005654",""
"evm.TU.chromosome_10.1447",17.958167726065,-0.59457901528649,0.226524948086035,-2.62478380553769,0.00867040008263806,0.0393730758956923,"sp|Q5ZMV8|RPGP2_CHICK",2.25e-125,"Rap1 GTPase-activating protein 2 OS=Gallus gallus GN=RAP1GAP2 PE=2 SV=2","tr|A0A2B4STS0|A0A2B4STS0_STYPI",0,"Rap1 GTPase-activating protein 1 OS=Stylophora pistillata GN=RAP1GAP PE=4 SV=1","gb|PFX31978.1|",0,"rap1 GTPase-activating protein 1-like isoform X1 [Stylophora pistillata]","GO:0005737; GO:0005096; GO:0051056","GO:0005096; GO:0051056"
"evm.TU.chromosome_12.500",13.51152266278,0.714453305325097,0.27219357435531,2.62479857218261,0.00867002408966704,0.0393730758956923,"sp|Q8WY21|SORC1_HUMAN",1.14e-123,"VPS10 domain-containing receptor SorCS1 OS=Homo sapiens GN=SORCS1 PE=1 SV=3","tr|A7SK47|A7SK47_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g245806 PE=4 SV=1","ref|XP_020624506.1|",0,"VPS10 domain-containing receptor SorCS2-like [Orbicella faveolata]","GO:0016021; GO:0016020; GO:0008188; GO:0007218","GO:0016021"
