"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_1.1459",49.181546134305,0.781912301517537,0.240417026989583,3.25231665705364,0.00114468417901754,0.00816999462923158,"sp|Q9BTA9|WAC_HUMAN",8.94e-21,"WW domain-containing adapter protein with coiled-coil OS=Homo sapiens GN=WAC PE=1 SV=3","tr|A0A2B4SIB4|A0A2B4SIB4_STYPI",0,"WW domain-containing adapter protein with coiled-coil OS=Stylophora pistillata GN=waca PE=4 SV=1","ref|XP_020615751.1|",0,"WW domain-containing adapter protein with coiled-coil-like isoform X1 [Orbicella faveolata]","GO:0016607; GO:0005654; GO:0005634; GO:0005681; GO:0003682; GO:0000993; GO:0006974; GO:0044783; GO:0071894; GO:0010390; GO:0032435; GO:0016239; GO:0045893; GO:0016567; GO:0006351",""
"evm.TU.chromosome_12.985",3.62151764454238,-2.71249831786731,0.833959148539645,-3.25255538309903,0.00114372304816976,0.00816999462923158,"sp|Q4G5Y1|KLDC2_MOUSE",2.67e-96,"Kelch domain-containing protein 2 OS=Mus musculus GN=Klhdc2 PE=2 SV=3","tr|A0A2B4SJE4|A0A2B4SJE4_STYPI",0,"Kelch domain-containing protein 2 OS=Stylophora pistillata GN=KLHDC2 PE=4 SV=1","ref|XP_020607118.1|",0,"kelch domain-containing protein 2-like [Orbicella faveolata]","GO:0016604; GO:0031965; GO:0005634",""
"evm.TU.chromosome_14.6386",2.62598686396472,-2.26708201406458,0.697317104738103,-3.25114929586597,0.00114939483230799,0.0081941286812431,"sp|Q9BZ19|ANR60_HUMAN",3.6e-15,"Ankyrin repeat domain-containing protein 60 OS=Homo sapiens GN=ANKRD60 PE=4 SV=3","tr|A0A2B4RYX8|A0A2B4RYX8_STYPI",0,"Protein HOS4 OS=Stylophora pistillata GN=HOS4 PE=4 SV=1","ref|XP_020622613.1|",0,"protein HOS4-like [Orbicella faveolata]","",""
"evm.TU.chromosome_8.310",1.49352356412844,-3.2659445164982,1.00456216658062,-3.25111240015637,0.00114954400927582,0.0081941286812431,NA,NA,NA,"tr|A0A2B4RR38|A0A2B4RR38_STYPI",6.66e-47,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16327 PE=4 SV=1","ref|XP_020617856.1|",6.05e-113,"uncharacterized protein LOC110055790 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_5.5",63.3674750173239,0.591054949176327,0.181860076758452,3.25005333612264,0.00115383366042788,0.00820916559402335,"sp|Q61656|DDX5_MOUSE",0,"Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2","tr|A0A2B4SLQ2|A0A2B4SLQ2_STYPI",0,"Putative ATP-dependent RNA helicase DDX5 OS=Stylophora pistillata GN=Ddx5 PE=4 SV=1","ref|XP_020632927.1|",0,"ATP-dependent RNA helicase dbp2-like [Orbicella faveolata]","GO:0071013; GO:0005737; GO:0031012; GO:0030529; GO:0005730; GO:0005634; GO:0050681; GO:0005524; GO:0004004; GO:0035500; GO:0003730; GO:0036002; GO:0070878; GO:1990841; GO:0070412; GO:0043021; GO:0003723; GO:0003724; GO:0046332; GO:0003712; GO:0000380; GO:0030521; GO:0030509; GO:0007623; GO:0001837; GO:0030520; GO:0072332; GO:0009299; GO:0045445; GO:0000122; GO:0000956; GO:0043517; GO:1903800; GO:0045893; GO:0061614; GO:0000381; GO:0060765; GO:0045667; GO:0033158; GO:2001014; GO:0006357; GO:0010501","GO:0005524; GO:0004386; GO:0003676"
"evm.TU.chromosome_13.1410",10.8312092537727,-1.28958859336625,0.396818378641108,-3.24982073104176,0.00115477778740852,0.00820952553907914,"sp|P50904|RASA1_RAT",0,"Ras GTPase-activating protein 1 OS=Rattus norvegicus GN=Rasa1 PE=3 SV=1","tr|A0A2B4RYD6|A0A2B4RYD6_STYPI",0,"Ras GTPase-activating protein 1 OS=Stylophora pistillata GN=Rasa1 PE=4 SV=1","ref|XP_022794179.1|",0,"ras GTPase-activating protein 1-like isoform X1 [Stylophora pistillata]","GO:0005829; GO:0031235; GO:0016020; GO:0031965; GO:0005886; GO:0001726; GO:0005096; GO:0051020; GO:0044325; GO:0019900; GO:0001784; GO:0005161; GO:0032403; GO:0043422; GO:1990782; GO:0005102; GO:0030971; GO:0008134; GO:0030036; GO:0090630; GO:0048514; GO:0007155; GO:0071364; GO:0044344; GO:0036120; GO:0009790; GO:0030539; GO:0000281; GO:0043066; GO:0007162; GO:0001953; GO:0043524; GO:0046580; GO:0048146; GO:0046326; GO:0043547; GO:0050731; GO:0001934; GO:0030833; GO:0042493; GO:0032868; GO:0007165; GO:0001570","GO:0005096; GO:0046580; GO:0007165"
"evm.TU.chromosome_7.116",9.62213104620589,-1.50623990577521,0.463489357693245,-3.24978315202676,0.0011549303848542,0.00820952553907914,"sp|Q6NX31|MCM7_XENTR",0,"DNA replication licensing factor mcm7 OS=Xenopus tropicalis GN=mcm7 PE=2 SV=1","tr|A0A2B4STB2|A0A2B4STB2_STYPI",0,"DNA replication licensing factor mcm7 OS=Stylophora pistillata GN=mcm7 PE=4 SV=1","gb|PFX33904.1|",0,"DNA replication licensing factor mcm7-like [Stylophora pistillata]","GO:0000785; GO:0042555; GO:0005634; GO:0005524; GO:0003677; GO:0003678; GO:0046872; GO:0007049; GO:0006270; GO:0006268; GO:0030174","GO:0042555; GO:0005634; GO:0005524; GO:0003677; GO:0003678; GO:0006270"
"evm.TU.chromosome_8.1807",18.2854042168637,1.24881997401185,0.384487339383845,3.24801325321435,0.00116213857417152,0.00824955446477701,"sp|Q9C0D7|ZC12C_HUMAN",3.36e-92,"Probable ribonuclease ZC3H12C OS=Homo sapiens GN=ZC3H12C PE=1 SV=2","tr|A0A2B4SBN9|A0A2B4SBN9_STYPI",0,"Putative ribonuclease ZC3H12B OS=Stylophora pistillata GN=ZC3H12B PE=4 SV=1","ref|XP_020619350.1|",0,"NEDD4-binding protein 1-like [Orbicella faveolata]","GO:0004519; GO:0046872","GO:0046872; GO:0003723"
"evm.TU.chromosome_13.1498",1.23103553147568,-3.28629539775566,1.01202041698258,-3.24726195500485,0.0011652109050713,0.00826015589660979,"sp|P02259|H5_CHICK",4.65e-25,"Histone H5 OS=Gallus gallus PE=1 SV=2","tr|A0A2B4S3T9|A0A2B4S3T9_STYPI",3.92e-40,"Histone H2A OS=Stylophora pistillata GN=2 PE=4 SV=1","gb|PFX23228.1|",6.07e-40,"Histone H2A [Stylophora pistillata]","GO:0015629; GO:0005794; GO:0016604; GO:0005719; GO:0000786; GO:0005634; GO:0003680; GO:0031492; GO:0006325; GO:0030261; GO:0006334","GO:0000786; GO:0005634; GO:0003677; GO:0046982; GO:0006334"
"evm.TU.chromosome_3.1747",2.86420624065843,-2.77745340649453,0.855307793790711,-3.24731450672851,0.00116499575809666,0.00826015589660979,"sp|Q7Z020|TRPA1_DROME",2.06e-115,"Transient receptor potential cation channel subfamily A member 1 OS=Drosophila melanogaster GN=TrpA1 PE=2 SV=4","tr|A0A2B4RKE4|A0A2B4RKE4_STYPI",0,"Transient receptor potential cation channel subfamily A member 1 OS=Stylophora pistillata GN=Trpa1 PE=4 SV=1","ref|XP_022804398.1|",0,"transient receptor potential cation channel subfamily A member 1-like [Stylophora pistillata]","GO:0034703; GO:0016021; GO:0005886; GO:0005262; GO:0005261; GO:0015276; GO:0097604; GO:0006816; GO:0006812; GO:0034605; GO:0001580; GO:0050968; GO:0050965; GO:0050960; GO:0007638; GO:0046957; GO:0023041; GO:0007602; GO:0050850; GO:0009408; GO:0009416; GO:0010378; GO:0040040; GO:0043052","GO:0016021; GO:0005216"
"evm.TU.chromosome_14.869",8.95219369536374,-3.14338262101466,0.968798372129052,-3.24462004834576,0.00117607432398743,0.00833155017207918,"sp|Q5R9T9|GBP6_PONAB",8.29e-40,"Guanylate-binding protein 6 OS=Pongo abelii GN=GBP6 PE=2 SV=1","tr|A0A2B4S5L7|A0A2B4S5L7_STYPI",0,"Guanylate-binding protein 4 OS=Stylophora pistillata GN=Gbp4 PE=4 SV=1","ref|XP_020609279.1|",0,"guanylate-binding protein 7-like [Orbicella faveolata]","GO:0005525; GO:0003924; GO:0071346; GO:0042742; GO:0006955","GO:0005525; GO:0003924"
"evm.TU.chromosome_8.2734",7.29371507552193,1.41216915239838,0.435242809575141,3.24455481246631,0.0011763437515978,0.00833155017207918,"sp|O15146|MUSK_HUMAN",5.4e-86,"Muscle, skeletal receptor tyrosine-protein kinase OS=Homo sapiens GN=MUSK PE=1 SV=1","tr|A0A2B4S2X9|A0A2B4S2X9_STYPI",0,"Muscle, skeletal receptor tyrosine protein kinase OS=Stylophora pistillata GN=Musk PE=4 SV=1","ref|XP_022795086.1|",0,"muscle, skeletal receptor tyrosine protein kinase-like [Stylophora pistillata]","GO:0030054; GO:0005887; GO:0031594; GO:0045211; GO:0043235; GO:0005524; GO:0046872; GO:0004713; GO:0004714; GO:0030154; GO:0007613; GO:0007275; GO:0007528; GO:0010628; GO:2000541; GO:0001934; GO:0046777; GO:0008582; GO:0071340; GO:0007169","GO:0016021; GO:0005524; GO:0004713"
"evm.TU.chromosome_9.1589",1.05664970969029,-3.52928727636986,1.08813461204294,-3.24342892626468,0.0011810027163414,0.00835700524480536,NA,NA,NA,"tr|A0A2B4SAI0|A0A2B4SAI0_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene8437 PE=4 SV=1","ref|XP_020612775.1|",0,"uncharacterized protein LOC110051129 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_12.3861",9.89325320868711,-1.270616644319,0.391799730122782,-3.24302582832515,0.00118267489332406,0.00836506644917581,"sp|C9D7R2|VMPA2_LOXIN",9.29e-37,"Astacin-like metalloprotease toxin 2 OS=Loxosceles intermedia PE=2 SV=1","tr|A0A2B4SKI6|A0A2B4SKI6_STYPI",8.01e-139,"Low choriolytic enzyme OS=Stylophora pistillata GN=lce PE=4 SV=1","gb|PFX29619.1|",1.24e-138,"Low choriolytic enzyme [Stylophora pistillata]","GO:0005576; GO:0004222; GO:0090729; GO:0008270","GO:0004222; GO:0008270"
"evm.TU.chromosome_7.240",11.3337346616676,0.998626887741414,0.308016734444816,3.24211893727588,0.00118644496293361,0.00838040220217959,"sp|Q6PZ02|ATG4B_CHICK",4.36e-149,"Cysteine protease ATG4B OS=Gallus gallus GN=ATG4B PE=2 SV=1","tr|A0A2B4ST99|A0A2B4ST99_STYPI",0,"Cysteine protease ATG4B OS=Stylophora pistillata GN=ATG4B PE=4 SV=1","ref|XP_020614789.1|",0,"cysteine protease ATG4B-like [Orbicella faveolata]","GO:0005829; GO:0004197; GO:0000045; GO:0000422; GO:0044804; GO:0006501; GO:0051697; GO:0006612","GO:0005737; GO:0004197; GO:0006914; GO:0015031"
"evm.TU.chromosome_7.2229",5.83852599621611,-1.60653521578673,0.495990684318831,-3.23904312435437,0.00119931438601655,0.00845608233986062,"sp|Q6Q4G4|ACE_THETS",6.68e-104,"Angiotensin-converting enzyme OS=Theromyzon tessulatum GN=ACE PE=2 SV=1","tr|A0A2B4RPQ1|A0A2B4RPQ1_STYPI",0,"Angiotensin-converting enzyme (Fragment) OS=Stylophora pistillata GN=ACE PE=4 SV=1","ref|XP_020611296.1|",0,"angiotensin-converting enzyme-like [Orbicella faveolata]","GO:0005615; GO:0016020; GO:0004180; GO:0046872; GO:0008237; GO:0008241","GO:0016020; GO:0004180; GO:0046872; GO:0008237; GO:0008241"
"evm.TU.chromosome_14.5777",40.9078952322921,0.765514021956693,0.236456487708604,3.23744139725221,0.00120606707610071,0.00849317578233473,"sp|Q7YR39|DHX16_PANTR",0,"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Pan troglodytes GN=DHX16 PE=3 SV=1","tr|A0A210R105|A0A210R105_MIZYE",0,"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Mizuhopecten yessoensis GN=KP79_PYT04385 PE=4 SV=1","ref|XP_020622812.1|",0,"putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [Orbicella faveolata]","GO:0005737; GO:0005654; GO:0005634; GO:0005681; GO:0005524; GO:0004004; GO:0003723; GO:0000398","GO:0005524; GO:0004386; GO:0003676"
"evm.TU.chromosome_12.3126",6.71565386941812,1.35581892457276,0.418945118087724,3.23626858515835,0.00121103376656877,0.00851575939350219,NA,NA,NA,"tr|A0A2B4SSY2|A0A2B4SSY2_STYPI",3.15e-67,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3639 PE=4 SV=1","ref|XP_020614684.1|",6.15e-87,"uncharacterized protein LOC110052835 isoform X1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_12.1923",3.16901758681735,2.0925851598552,0.646713922741015,3.23571997798663,0.00121336351879709,0.00852145212741485,"sp|P16157|ANK1_HUMAN",5.83e-13,"Ankyrin-1 OS=Homo sapiens GN=ANK1 PE=1 SV=3","tr|A0A2B4SPL0|A0A2B4SPL0_STYPI",0,"Transient receptor potential channel pyrexia OS=Stylophora pistillata GN=pyx PE=4 SV=1","ref|XP_020619210.1|",0,"transient receptor potential cation channel subfamily A member 1-like [Orbicella faveolata]","GO:0030673; GO:0016323; GO:0005856; GO:0005829; GO:0031430; GO:0005634; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0030018; GO:0051117; GO:0008093; GO:0019899; GO:0030507; GO:0005200; GO:0005198; GO:0007010; GO:0006888; GO:0006887; GO:0045199; GO:0010638; GO:0072659; GO:0007165","GO:0016021; GO:0005216"
"evm.TU.chromosome_8.1160",22.934654876017,0.990132921365591,0.30604583549926,3.23524389655675,0.00121538863273446,0.00853109328746301,"sp|P16260|GDC_HUMAN",2.36e-92,"Graves disease carrier protein OS=Homo sapiens GN=SLC25A16 PE=1 SV=3","tr|A0A2B4T0T1|A0A2B4T0T1_STYPI",0,"Graves disease carrier protein OS=Stylophora pistillata GN=SLC25A16 PE=4 SV=1","ref|XP_020626684.1|",0,"graves disease carrier protein homolog isoform X2 [Orbicella faveolata]","GO:0016021; GO:0005743; GO:0005739; GO:0015297; GO:0015291; GO:0022857; GO:0009108; GO:0006839","GO:0016021; GO:0005743; GO:0055085"
"evm.TU.chromosome_13.2848",10.9527264978768,-1.38685551939759,0.428737704131755,-3.23474120897797,0.00121753030980548,0.00854230586159903,"sp|E9Q555|RN213_MOUSE",0,"E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=1 SV=2","tr|A0A2B4RMS8|A0A2B4RMS8_STYPI",0,"E3 ubiquitin-protein ligase RNF213 OS=Stylophora pistillata GN=Rnf213 PE=4 SV=1","ref|XP_020630787.1|",0,"E3 ubiquitin-protein ligase rnf213-alpha-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005730; GO:0016887; GO:0046872; GO:0004842; GO:0001525; GO:2000051; GO:0051865; GO:0051260; GO:0016567; GO:0002040; GO:0006511","GO:0016887; GO:0016874; GO:0004842"
"evm.TU.chromosome_6.2831",16.5108280221384,1.75352513830662,0.542169272332539,3.2342761343935,0.00121951484226265,0.00855240636698495,NA,NA,NA,"tr|A0A2B4RTU8|A0A2B4RTU8_STYPI",2.32e-108,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene14491 PE=4 SV=1","ref|XP_020604603.1|",0,"uncharacterized protein LOC110043489 [Orbicella faveolata]",NA,"GO:0016021; GO:0007165"
"evm.TU.chromosome_12.2570",173.352184196676,1.19287156368032,0.368941176000973,3.23322968883574,0.00122399108781867,0.00857996432483875,NA,NA,NA,"tr|A0A2B4RH03|A0A2B4RH03_STYPI",2.3e-100,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20245 PE=4 SV=1","ref|XP_020604893.1|",8.23e-102,"proprotein convertase subtilisin/kexin type 5-like [Orbicella faveolata]",NA,""
"evm.TU.chromosome_2.195",93.1409402915158,0.672016527038343,0.207894705698706,3.2324850446758,0.00122718559220913,0.008598516906126,"sp|B8VIW9|FP_ACRMI",0,"Fibronectin type III domain-containing protein OS=Acropora millepora PE=1 SV=1","tr|A7RT95|A7RT95_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g240518 PE=4 SV=1","ref|XP_020621868.1|",0,"fibronectin type III domain-containing protein-like [Orbicella faveolata]","GO:0016021","GO:0016021"
"evm.TU.chromosome_5.1359",42.4496606295198,-1.18362710507408,0.366322310682253,-3.23110842708336,0.00123311153071207,0.00863618271955645,"sp|Q4QY64|ATAD5_MOUSE",1.97e-55,"ATPase family AAA domain-containing protein 5 OS=Mus musculus GN=Atad5 PE=1 SV=1","tr|A0A2B4SQ36|A0A2B4SQ36_STYPI",0,"ATPase family AAA domain-containing protein 5 OS=Stylophora pistillata GN=Atad5 PE=4 SV=1","ref|XP_022782368.1|",0,"LOW QUALITY PROTEIN: uncharacterized protein LOC111323309 [Stylophora pistillata]","GO:0005634; GO:0005524; GO:0006974; GO:0002377; GO:0030890; GO:0048304; GO:1901990","GO:0016021; GO:0016757"
"evm.TU.chromosome_6.1457",7.29209062324059,-2.55974145818513,0.792423918268712,-3.23026778870791,0.00123674321914789,0.00865775415902148,NA,NA,NA,NA,NA,NA,"ref|XP_015766790.1|",1.69e-12,"PREDICTED: uncharacterized protein LOC107345572 [Acropora digitifera]",NA,NA
"evm.TU.chromosome_2.172",1.76491017872195,-3.1411627916931,0.972672099707328,-3.22941594874393,0.00124043337376013,0.00867971547087169,"sp|B8VIW9|FP_ACRMI",1.61e-116,"Fibronectin type III domain-containing protein OS=Acropora millepora PE=1 SV=1","tr|A0A2B4RNV0|A0A2B4RNV0_STYPI",1.25e-177,"Roundabout-like 1 OS=Stylophora pistillata GN=Robo1 PE=4 SV=1","ref|XP_020621928.1|",0,"hemicentin-1-like isoform X1 [Orbicella faveolata]","GO:0016021","GO:0016021"
"evm.TU.chromosome_11.795",7.49255905973233,-1.35847909837292,0.4208759114512,-3.22774257545132,0.00124771201735032,0.00872286864691013,"sp|O14678|ABCD4_HUMAN",0,"ATP-binding cassette sub-family D member 4 OS=Homo sapiens GN=ABCD4 PE=1 SV=1","tr|A0A2B4SE64|A0A2B4SE64_STYPI",0,"ATP-binding cassette sub-family D member 4 OS=Stylophora pistillata GN=Abcd4 PE=4 SV=1","ref|XP_020629474.1|",0,"ATP-binding cassette sub-family D member 4-like isoform X1 [Orbicella faveolata]","GO:0043190; GO:0005789; GO:0016021; GO:0005765; GO:0005778; GO:0005777; GO:0005524; GO:0042626; GO:1990830; GO:0009235; GO:0055085","GO:0016021; GO:0005524; GO:0042626"
"evm.TU.chromosome_7.467",1.6070552020978,4.04652460069336,1.25372774451982,3.22759436279619,0.00124835859297253,0.00872350316861255,"sp|Q9WVK8|CP46A_MOUSE",4.65e-66,"Cholesterol 24-hydroxylase OS=Mus musculus GN=Cyp46a1 PE=1 SV=1","tr|A0A2B4SUU4|A0A2B4SUU4_STYPI",0,"Cholesterol 24-hydroxylase OS=Stylophora pistillata GN=CYP46A1 PE=4 SV=1","ref|XP_022798477.1|",0,"cholesterol 24-hydroxylase-like [Stylophora pistillata]","GO:0005789; GO:0016021; GO:0031090; GO:0033781; GO:0020037; GO:0005506; GO:0006707; GO:0006805","GO:0020037; GO:0005506; GO:0004497; GO:0016705"
"evm.TU.chromosome_6.2795",4.48709700653035,1.9546874621737,0.605958618050054,3.22577714706623,0.00125631136262373,0.00877516993163301,"sp|Q9BZL4|PP12C_HUMAN",8.83e-17,"Protein phosphatase 1 regulatory subunit 12C OS=Homo sapiens GN=PPP1R12C PE=1 SV=1","tr|A0A2B4S133|A0A2B4S133_STYPI",1.83e-91,"Protein phosphatase 1 regulatory subunit 27 OS=Stylophora pistillata GN=Ppp1r27 PE=4 SV=1","ref|XP_020604559.1|",3.86e-112,"protein phosphatase 1 regulatory subunit 27-like [Orbicella faveolata]","GO:0005737; GO:0019208; GO:0019901; GO:0007165",""
"evm.TU.chromosome_1.877",19.2729436614951,-1.21376695254384,0.377257497003605,-3.21734349134019,0.00129383595856346,0.00901720931156903,"sp|O93274|FZD8_XENLA",0,"Frizzled-8 OS=Xenopus laevis GN=fzd8 PE=1 SV=1","tr|A7S003|A7S003_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g183962 PE=3 SV=1","ref|XP_020612971.1|",0,"frizzled-8-like [Orbicella faveolata]","GO:0016021; GO:0005886; GO:0004930; GO:0060070; GO:0007275; GO:0051091","GO:0016021; GO:0004930; GO:0042813; GO:0017147; GO:0060070; GO:0007275; GO:0035567"
"evm.TU.chromosome_11.3065",47.4720204024323,-1.07338404185342,0.333617573069177,-3.21740857946608,0.00129354243680063,0.00901720931156903,"sp|Q99250|SCN2A_HUMAN",0,"Sodium channel protein type 2 subunit alpha OS=Homo sapiens GN=SCN2A PE=1 SV=3","tr|I6NQG1|I6NQG1_NEMVE",0,"Sodium channel protein OS=Nematostella vectensis PE=2 SV=1","ref|XP_020607114.1|",0,"sodium channel protein 1 brain-like isoform X1 [Orbicella faveolata]","GO:0030424; GO:0005887; GO:0014704; GO:0005622; GO:0031226; GO:0033268; GO:0033270; GO:0034706; GO:0030315; GO:0001518; GO:0005244; GO:0005248; GO:0008627; GO:0086010; GO:0042552; GO:0051402; GO:0019228; GO:0034765; GO:0035725; GO:0006814","GO:0001518; GO:0005244; GO:0005248; GO:0034765"
"evm.TU.chromosome_4.17",30.9163794978475,-0.608600453693835,0.189217162532029,-3.21641253652567,0.00129804093062133,0.00904249995832305,"sp|O35550|RABE1_RAT",1.17e-86,"Rab GTPase-binding effector protein 1 OS=Rattus norvegicus GN=Rabep1 PE=1 SV=1","tr|A0A2B4SIY5|A0A2B4SIY5_STYPI",0,"Rab GTPase-binding effector protein 1 OS=Stylophora pistillata GN=RABEP1 PE=4 SV=1","gb|PFX28528.1|",0,"rab GTPase-binding effector protein 1-like [Stylophora pistillata]","GO:0005769; GO:0030139; GO:0005768; GO:0043234; GO:0055037; GO:0008083; GO:0005096; GO:0019904; GO:0042803; GO:0006915; GO:0006897; GO:0015031; GO:0016192","GO:0008083; GO:0005096; GO:0046872"
"evm.TU.chromosome_3.58",6.41259520628847,-1.35867006189687,0.422473086662885,-3.21599198810272,0.00129994461251276,0.00904772979751117,"sp|A4QP81|FRRS1_DANRE",7.09e-47,"Putative ferric-chelate reductase 1 OS=Danio rerio GN=frrs1 PE=2 SV=1","tr|A0A2B4S8U0|A0A2B4S8U0_STYPI",0,"Putative ferric-chelate reductase 1 OS=Stylophora pistillata GN=frrs1 PE=4 SV=1","ref|XP_022789495.1|",0,"putative ferric-chelate reductase 1 [Stylophora pistillata]","GO:0016021; GO:0016491","GO:0016021"
"evm.TU.chromosome_8.2476",1.28621038510849,-3.3325674576788,1.03660442593445,-3.21488831641312,0.00130495282586398,0.00907856143702801,NA,NA,NA,"tr|A0A2B4RGB1|A0A2B4RGB1_STYPI",6.18e-93,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20404 PE=4 SV=1","ref|XP_020610286.1|",1.49e-124,"uncharacterized protein LOC110048869 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_10.975",10.5244564685755,1.16099150349972,0.361432635059871,3.21219334083488,0.00131725693844479,0.00915098840780564,"sp|Q9I7F7|PR2_DROME",1.14e-56,"Tyrosine-protein kinase PR2 OS=Drosophila melanogaster GN=PR2 PE=1 SV=3","tr|A0A2B4S4R2|A0A2B4S4R2_STYPI",0,"Tyrosine-protein kinase PR2 OS=Stylophora pistillata GN=PR2 PE=4 SV=1","ref|XP_020609161.1|",0,"receptor tyrosine-protein kinase erbB-3-like, partial [Orbicella faveolata]","GO:0031234; GO:0005524; GO:0004715; GO:0004713; GO:0005102; GO:0030154; GO:0016477; GO:0045087; GO:0038083; GO:0006468; GO:0042127; GO:0007169","GO:0005524; GO:0004672"
"evm.TU.chromosome_13.2247",32.2407972844742,0.859550825132521,0.267597972764851,3.21209767118768,0.00131769568662891,0.00915098840780564,"sp|Q9BRS2|RIOK1_HUMAN",0,"Serine/threonine-protein kinase RIO1 OS=Homo sapiens GN=RIOK1 PE=1 SV=2","tr|A0A2B4SFP3|A0A2B4SFP3_STYPI",0,"Serine/threonine-protein kinase RIO1 OS=Stylophora pistillata GN=RIOK1 PE=4 SV=1","ref|XP_020618072.1|",0,"serine/threonine-protein kinase RIO1-like [Orbicella faveolata]","GO:0005829; GO:0005654; GO:0030688; GO:0005524; GO:0016787; GO:0046872; GO:0004674; GO:0030490; GO:2000234; GO:0042274; GO:0006364","GO:0005524; GO:0004674"
"evm.TU.chromosome_5.2576",4.70920286854827,-1.93627857755381,0.602858947080321,-3.21182689073673,0.00131893823719733,0.00915556640106683,"sp|O75715|GPX5_HUMAN",3.6e-34,"Epididymal secretory glutathione peroxidase OS=Homo sapiens GN=GPX5 PE=1 SV=1","tr|A0A2B4SJF7|A0A2B4SJF7_STYPI",1.63e-122,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene6652 PE=4 SV=1","ref|XP_020620589.1|",6.67e-154,"uncharacterized protein LOC110058298 [Orbicella faveolata]","GO:0005576; GO:0005615; GO:0097524; GO:0004602; GO:0034599; GO:0006629","GO:0016021; GO:0008080"
"evm.TU.chromosome_3.1655",1.36687215063451,3.88980730869966,1.21187570067205,3.20974115294379,0.00132854551817774,0.00921410601316818,"sp|Q8IXT5|RB12B_HUMAN",1.34e-07,"RNA-binding protein 12B OS=Homo sapiens GN=RBM12B PE=1 SV=2","tr|A0A2B4S8I6|A0A2B4S8I6_STYPI",7.24e-38,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9980 PE=4 SV=1","gb|PFX25399.1|",1.12e-37,"hypothetical protein AWC38_SpisGene9980 [Stylophora pistillata]","GO:0003723",""
"evm.TU.chromosome_3.20",6.48007515037862,-3.94528581156998,1.22963318018188,-3.20850630509697,0.00133426383628278,0.00924559422095289,NA,NA,NA,"tr|A0A2B4SPC6|A0A2B4SPC6_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene4864 PE=4 SV=1","ref|XP_022782741.1|",0,"uncharacterized protein LOC111323616 [Stylophora pistillata]",NA,"GO:0003824"
"evm.TU.chromosome_5.445",1.93121902254864,3.14411912767508,0.979918600943999,3.20855132726964,0.00133405494990868,0.00924559422095289,NA,NA,NA,"tr|A0A2B4RML7|A0A2B4RML7_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene15913 PE=4 SV=1","ref|XP_020611365.1|",0,"uncharacterized protein LOC110049863 [Orbicella faveolata]",NA,""
